omega_san,omega_yak,yak_FB,mel_FB,CG,symbol,seqnames,start,end,length,type
0.333333333,0.529411765,FBgn0228374,FBgn0261618,CG42551,larp,3R,28318162,28336440,18279,genome
0,0,FBgn0228024,FBgn0019637,CG1433,Atu,3R,5613358,5615939,2582,genome
0,0,FBgn0242613,FBgn0031728,CG7235,Hsp60C,2L,5662849,5670838,7990,genome
NA,NA,FBgn0068205,FBgn0030616,CG9091,RpL37a,X,15137870,15139367,1498,genome
1.75,3.5,FBgn0230299,FBgn0050484,CG30484,CG30484,2R,13846393,13849832,3440,genome
0,1,FBgn0241978,FBgn0004782,CG1252,Ccp84Ab,3R,6701968,6702877,910,genome
0,1,FBgn0241978,FBgn0004783,CG2360,Ccp84Aa,3R,6704084,6704903,820,genome
NA,NA,FBgn0234276,FBgn0265417,CG44329,CG44329,X,5812273,5812977,705,genome
0,0,FBgn0241632,FBgn0003132,CG9156,Pp1-13C,X,15359101,15361061,1961,genome
0,0,FBgn0241632,FBgn0004103,CG5650,Pp1-87B,3R,12423621,12425917,2297,genome
1,0.75,FBgn0231262,FBgn0033949,CG10131,CG10131,2R,14629910,14631023,1114,genome
1,2.5,FBgn0236741,FBgn0028944,CG11864,Semp1,2L,15612494,15613335,842,genome
0,0,FBgn0238601,FBgn0035413,CG14958,CG14958,3L,3189978,3190623,646,genome
0.25,NA,FBgn0240265,FBgn0033286,CG2127,CG2127,2R,8368344,8370038,1695,genome
0.5,2,FBgn0237023,FBgn0036999,CG5976,isoQC,3L,20474466,20477003,2538,genome
0,0.0625,FBgn0231489,FBgn0261456,CG11228,hpo,2R,19493996,19496856,2861,genome
0,NA,FBgn0232894,FBgn0052521,CG32521,CG32521,X,21205310,21281171,75862,genome
0,0.333333333,FBgn0238835,FBgn0035718,CG14820,CG14820,3L,6932926,6934824,1899,genome
0.5,2,FBgn0236396,FBgn0262354,CG43052,CG43052,2L,14352077,14352619,543,genome
0.105263158,0.258064516,FBgn0232060,FBgn0085434,CG34405,NaCP60E,2R,24891614,24921677,30064,genome
2,1.333333333,FBgn0242497,FBgn0037263,CG18271,slx1,3R,4641963,4644636,2674,genome
0,0.5,FBgn0231715,FBgn0034091,CG8448,mrj,2R,16203329,16221793,18465,genome
1,0,FBgn0238257,FBgn0035194,CG9187,Psf1,3L,1246986,1247677,692,genome
2,0.857142857,FBgn0232591,FBgn0031469,CG18558,CG18558,2L,2842589,2844513,1925,genome
0.25,0,FBgn0233903,FBgn0029733,CG6927,CG6927,X,4906900,4908821,1922,genome
1.5,0.285714286,FBgn0235137,FBgn0030872,CG6492,Ucp4A,X,17844949,17848223,3275,genome
0.054054054,0.135135135,FBgn0229955,FBgn0034622,CG15666,CG15666,2R,21341972,21345608,3637,genome
0,0,FBgn0233645,FBgn0052590,CG32590,CG32590,X,14838352,14839106,755,genome
2,0.777777778,FBgn0243071,FBgn0037810,CG12819,sle,3R,10333115,10338265,5151,genome
2,0.777777778,FBgn0243071,FBgn0037811,CG12592,CG12592,3R,10338342,10340872,2531,genome
NA,0,FBgn0067992,FBgn0000318,CG11024,cl,2L,5520135,5521382,1248,genome
0,0,FBgn0229595,FBgn0034137,CG4945,CG4945,2R,16566023,16570120,4098,genome
0.333333333,0.25,FBgn0243318,FBgn0038167,CG9374,lkb1,3R,13676549,13679430,2882,genome
0.4,0.6,FBgn0235281,FBgn0030189,CG2909,CG2909,X,10326464,10328946,2483,genome
0.076923077,0.142857143,FBgn0240903,FBgn0040080,CG5692,pins,3R,27582840,27586376,3537,genome
1.333333333,1,FBgn0236625,FBgn0010549,CG8799,l(2)03659,2R,9390165,9395281,5117,genome
0,0.052631579,FBgn0230075,FBgn0001220,CG8542,Hsc70-5,2R,14252598,14256192,3595,genome
0,0,FBgn0241864,FBgn0037715,CG9399,CG9399,3R,9571911,9574211,2301,genome
0,0,FBgn0237400,FBgn0036346,CG11251,CG11251,3L,13088581,13089969,1389,genome
NA,0,FBgn0242244,FBgn0261792,CG5454,snRNP-U1-C,3R,18982964,18983650,687,genome
0,1,FBgn0229006,FBgn0031987,CG12375,CG12375,2L,8125668,8126890,1223,genome
0,0,FBgn0236286,FBgn0032202,CG18619,CG18619,2L,10264125,10265229,1105,genome
0,NA,FBgn0013165,FBgn0000079,CG18730,Amy-p,2R,17118636,17120303,1668,genome
0,NA,FBgn0013165,FBgn0000078,CG17876,Amy-d,2R,17124764,17126369,1606,genome
1,0,FBgn0068307,FBgn0028870,CG4691,CG4691,2L,14760767,14761924,1158,genome
1,0,FBgn0068307,FBgn0050362,CG30362,boly,2R,8365550,8366688,1139,genome
0.428571429,0.5,FBgn0241753,FBgn0026314,CG6649,Ugt35b,3R,11168503,11170246,1744,genome
0,1,FBgn0238135,FBgn0266101,CG44838,CG44838,3L,9461050,9475475,14426,genome
2,0,FBgn0237276,FBgn0052195,CG32195,CG32195,3L,18112959,18119150,6192,genome
0.5,0,FBgn0240570,FBgn0033250,CG14762,CG14762,2R,8009119,8013755,4637,genome
0.1,0.333333333,FBgn0230189,FBgn0032405,CG14946,CG14946,2L,12063457,12066775,3319,genome
0,0.222222222,FBgn0242852,FBgn0267337,CG42277,rn,3R,7272617,7309629,37013,genome
1.75,0.25,FBgn0233160,FBgn0031343,CG18131,CG18131,2L,1498455,1500608,2154,genome
0,0,FBgn0233021,FBgn0027597,CG17712,CG17712,2L,1750687,1752122,1436,genome
0,0.166666667,FBgn0231037,FBgn0033844,CG6016,bbc,2R,13486634,13494862,8229,genome
0.333333333,1,FBgn0234395,FBgn0000644,CG4015,Fcp3C,X,3173376,3174474,1099,genome
0,0.2,FBgn0236054,FBgn0032515,CG6866,loqs,2L,13382652,13385671,3020,genome
0,1,FBgn0229264,FBgn0028932,CG16890,CG16890,2L,13782231,13784338,2108,genome
0.75,0.25,FBgn0237894,FBgn0042131,CG18808,CG18808,3L,4806053,4807406,1354,genome
0,0,FBgn0237530,FBgn0259481,CG11711,Mob2,3L,11522757,11562233,39477,genome
0.090909091,0,FBgn0237775,FBgn0035720,CG10077,CG10077,3L,6949491,6955904,6414,genome
0.666666667,0.25,FBgn0235682,FBgn0031568,CG10019,CG10019,2L,3730466,3754617,24152,genome
NA,0,FBgn0068528,FBgn0036813,CG6877,Atg3,3L,18748687,18750483,1797,genome
0.2,1.5,FBgn0238014,FBgn0260430,CG42525,CG42525,3L,3188025,3189747,1723,genome
2,1,FBgn0233779,FBgn0023540,CG3630,CG3630,X,2162196,2172281,10086,genome
0,0,FBgn0239320,FBgn0036773,CG13698,CG13698,3L,18088417,18106149,17733,genome
0,0.25,FBgn0232895,FBgn0031164,CG1724,CG1724,X,21202499,21203341,843,genome
0.333333333,0.428571429,FBgn0233521,FBgn0030756,CG9903,CG9903,X,16539153,16540852,1700,genome
0.125,0.090909091,FBgn0241026,FBgn0039689,CG7598,CG7598,3R,29736965,29738070,1106,genome
0,NA,FBgn0238958,FBgn0035335,CG1320,mRpL23,3L,2372844,2373704,861,genome
0.2,0.294117647,FBgn0240683,FBgn0039215,CG6695,CG6695,3R,24655160,24659379,4220,genome
0.142857143,0,FBgn0236169,FBgn0032054,CG13090,CG13090,2L,8517411,8519176,1766,genome
0.285714286,1.5,FBgn0241383,FBgn0038260,CG14855,CG14855,3R,14796305,14798474,2170,genome
NA,0,FBgn0233287,FBgn0085366,CG34337,CG34337,X,7417253,7417693,441,genome
0,0.277777778,FBgn0229480,FBgn0034718,CG3413,wdp,2R,22298214,22311937,13724,genome
2,0,FBgn0234890,FBgn0030074,CG12662,CG12662,X,8983634,8984190,557,genome
0.5,0.428571429,FBgn0230423,FBgn0032377,CG14937,CG14937,2L,11792412,11794086,1675,genome
NA,NA,FBgn0234277,FBgn0029813,CG15766,CG15766,X,5814864,5815820,957,genome
NA,0,FBgn0085009,FBgn0029996,CG2257,UbcE2H,X,8087544,8094064,6521,genome
1.25,2.333333333,FBgn0231376,FBgn0034614,CG9752,CG9752,2R,21294402,21295588,1187,genome
0.5,0,FBgn0240281,FBgn0033285,CG18449,CG18449,2R,8367163,8367927,765,genome
0.25,0,FBgn0236513,FBgn0033229,CG12822,CG12822,2R,7832171,7833841,1671,genome
2,0,FBgn0232062,FBgn0035085,CG3770,CG3770,2R,24945139,24946636,1498,genome
0.25,0,FBgn0234039,FBgn0053513,CG33513,Nmdar2,X,1483625,1507809,24185,genome
1.333333333,0,FBgn0237653,FBgn0053234,CG33234,CG33234,3L,2661622,2663622,2001,genome
0.333333333,0,FBgn0238711,FBgn0011708,CG4214,Syx5,2L,16307346,16309274,1929,genome
0.363636364,0.666666667,FBgn0230914,FBgn0032026,CG7627,CG7627,2L,8355678,8362469,6792,genome
0.363636364,0.666666667,FBgn0230914,FBgn0051792,CG31792,CG31792,2L,18997448,19002713,5266,genome
0.363636364,0.666666667,FBgn0230914,FBgn0051793,CG31793,CG31793,2L,19003367,19008234,4868,genome
0.363636364,0.666666667,FBgn0230914,FBgn0032908,CG9270,CG9270,2L,20929456,20934113,4658,genome
0.4,3,FBgn0238378,FBgn0260755,CG42553,CG42553,3L,834093,835515,1423,genome
NA,0.666666667,FBgn0239794,FBgn0085276,CG34247,CG34247,3L,16261185,16261605,421,genome
0,NA,FBgn0239564,FBgn0037076,CG12972,ebd2,3L,21344768,21349288,4521,genome
0.5,0.25,FBgn0229710,FBgn0034308,CG10915,CG10915,2R,18160720,18164746,4027,genome
0,0.2,FBgn0228493,FBgn0039408,CG14551,CG14551,3R,26061268,26063011,1744,genome
0.5,3,FBgn0240792,FBgn0039374,CG17770,CG17770,3R,25811911,25813134,1224,genome
1.352941176,2.333333333,FBgn0230543,FBgn0028899,CG31817,CG31817,2L,16330560,16337885,7326,genome
1.25,0.333333333,FBgn0242366,FBgn0037322,CG10612,Or83a,3R,5397643,5399196,1554,Or
0,0.166666667,FBgn0234775,FBgn0030289,CG1597,CG1597,X,11344506,11348001,3496,genome
0.285714286,0.090909091,FBgn0231604,FBgn0034270,CG6401,CG6401,2R,17737622,17739685,2064,genome
0.6,0.222222222,FBgn0239083,FBgn0261381,CG42631,mtTFB1,3L,11708979,11710570,1592,genome
0,0,FBgn0242963,FBgn0003015,CG10901,osk,3R,8935126,8938395,3270,genome
2,0.25,FBgn0231949,FBgn0034920,CG5597,CG5597,2R,23886973,23888777,1805,genome
0.210526316,0.076923077,FBgn0238491,FBgn0036031,CG6761,CG6761,3L,9700517,9703595,3079,genome
0.166666667,0,FBgn0237024,FBgn0037001,CG6020,CG6020,3L,20492082,20497084,5003,genome
1,NA,FBgn0236893,FBgn0036610,CG13058,CG13058,3L,16328841,16329534,694,genome
0.083333333,0.5,FBgn0231716,FBgn0015295,CG18247,shark,2R,16199426,16202884,3459,genome
0,NA,FBgn0234396,FBgn0028746,CG18508,CG18508,X,3172268,3173140,873,genome
0,0,FBgn0233904,FBgn0052772,CG32772,CG32772,X,4909102,4915161,6060,genome
0,0,FBgn0235018,FBgn0029822,CG12236,CG12236,X,5908135,5913079,4945,genome
0,0,FBgn0239678,FBgn0033391,CG8026,CG8026,2R,9186670,9192096,5427,genome
0,0,FBgn0238837,FBgn0035719,CG14821,tow,3L,6942856,6949313,6458,genome
1.333333333,NA,FBgn0232214,FBgn0031946,CG7164,CG7164,2L,7781465,7782760,1296,genome
0,0,FBgn0231830,FBgn0004838,CG10377,Hrb27C,2L,6920704,6932057,11354,genome
0.666666667,0.75,FBgn0241150,FBgn0263143,CG4771,vret,3R,22742954,22745581,2628,genome
1,NA,FBgn0233646,FBgn0030584,CG14407,CG14407,X,14837471,14838198,728,genome
0,0,FBgn0230668,FBgn0259822,CG42403,Ca-beta,2L,11156118,11203544,47427,genome
0,0.285714286,FBgn0239436,FBgn0036643,CG4109,Syx8,3L,16586108,16587057,950,genome
0,0,FBgn0229372,FBgn0028497,CG3530,CG3530,2R,23389009,23396680,7672,genome
0,0,FBgn0231145,FBgn0026176,CG8881,skpB,2R,12139295,12140229,935,genome
0.166666667,0.076923077,FBgn0235810,FBgn0031869,CG18304,CG18304,2L,6932545,6942814,10270,genome
3.5,1.2,FBgn0230300,FBgn0050485,CG30485,CG30485,2R,13849882,13852983,3102,genome
0.833333333,0.625,FBgn0237277,FBgn0036777,CG7341,CG7341,3L,18112959,18121003,8045,genome
0.222222222,0,FBgn0068100,FBgn0003071,CG4001,Pfk,2R,10109740,10117457,7718,genome
0,0.111111111,FBgn0241508,FBgn0265137,CG9453,Spn42Da,2R,6875906,6878927,3022,genome
0,0.142857143,FBgn0243319,FBgn0024555,CG9351,flfl,3R,13683921,13693905,9985,genome
0.444444444,0.666666667,FBgn0241271,FBgn0033154,CG1850,CG1850,2R,7258867,7261269,2403,genome
0,1,FBgn0237151,FBgn0014848,CG7594,Eig71Eh,3L,15658936,15659441,506,genome
0,1,FBgn0237151,FBgn0004593,CG7599,Eig71Ef,3L,15656655,15657390,736,genome
0,1,FBgn0237151,FBgn0014850,CG7588,Eig71Ej,3L,15660549,15661015,467,genome
0,0.083333333,FBgn0239202,FBgn0260049,CG10724,flr,3L,13412843,13416453,3611,genome
0.111111111,0,FBgn0233405,FBgn0031016,CG12199,kek5,X,19353181,19471914,118734,genome
0.115384615,0.119047619,FBgn0231490,FBgn0034452,CG11237,Oseg6,2R,19487046,19491846,4801,genome
1,0,FBgn0068308,FBgn0029838,CG4666,CG4666,X,6076072,6077786,1715,genome
0.363636364,0.625,FBgn0228614,FBgn0027617,CG5808,CG5808,3R,24814903,24817007,2105,genome
1.307692308,1.083333333,FBgn0228025,FBgn0051551,CG31551,CG31551,3R,5627852,5632033,4182,genome
3,1,FBgn0232593,FBgn0031466,CG3119,CG3119,2L,2834887,2837833,2947,genome
0.428571429,0.133333333,FBgn0229830,FBgn0260934,CG8201,par-1,2R,19456170,19485686,29517,genome
NA,0,FBgn0068420,FBgn0040687,CG14645,CG14645,3R,4335098,4335506,409,genome
0.5,1,FBgn0229596,FBgn0034139,CG4927,CG4927,2R,16572082,16574154,2073,genome
2,2,FBgn0235495,FBgn0053325,CG33325,CG33325,3R,8678954,8680034,1081,genome
1,0.7,FBgn0242738,FBgn0001169,CG5460,H,3R,20621938,20628915,6978,genome
0.2,0.6,FBgn0229957,FBgn0034628,CG9707,Acox57D-p,2R,21386309,21389276,2968,genome
1,NA,FBgn0235282,FBgn0263997,CG43740,CG43740,X,10333652,10347794,14143,genome
NA,0,FBgn0067425,FBgn0010441,CG5974,pll,3R,27251131,27253182,2052,genome
0.4,0.095238095,FBgn0229013,FBgn0031985,CG8683,mon2,2L,8116965,8124010,7046,genome
NA,0,FBgn0234521,FBgn0052643,CG32643,CG32643,X,12984524,12985071,548,genome
0,0,FBgn0238602,FBgn0001233,CG1242,Hsp83,3L,3192969,3197059,4091,genome
0.125,0,FBgn0237777,FBgn0041194,CG10078,Prat2,3L,6911999,6914876,2878,genome
1.444444444,1.5,FBgn0228726,FBgn0051017,CG31017,PH4alphaNE3,3R,30604181,30606144,1964,genome
0,0.5,FBgn0235138,FBgn0030874,CG6506,CG6506,X,17850460,17851889,1430,genome
0,0,FBgn0228256,FBgn0263782,CG10367,Hmgcr,3R,23733324,23750992,17669,genome
1,NA,FBgn0233780,FBgn0025839,CG3621,CG3621,X,2172526,2173432,907,genome
0,0,FBgn0242498,FBgn0031707,CG14020,CG14020,2L,5517737,5518949,1213,genome
1,NA,FBgn0236287,FBgn0259482,CG4946,Mob3,2L,10265336,10266570,1235,genome
0.095238095,0.147058824,FBgn0235926,FBgn0262647,CG4738,Nup160,2L,11123777,11129335,5559,genome
1,4,FBgn0241979,FBgn0000071,CG2198,Ama,3R,6762593,6765261,2669,genome
0.333333333,2.5,FBgn0243194,FBgn0037986,CG14736,CG14736,3R,12040528,12043453,2926,genome
0.333333333,2.5,FBgn0243194,FBgn0051358,CG31358,CG31358,3R,12027736,12031757,4022,genome
3,0.5,FBgn0234157,FBgn0266569,CG42259,CG42259,X,1046224,1047009,786,genome
0,0.333333333,FBgn0236742,FBgn0028950,CG15255,CG15255,2L,15610171,15611719,1549,genome
0,0,FBgn0236397,FBgn0015791,CG4212,Rab14,2L,14355145,14358764,3620,genome
0,NA,FBgn0230915,FBgn0028569,CG15171,robl37BC,2L,19010866,19011532,667,genome
0.2,0.5,FBgn0068206,FBgn0030703,CG9066,MSBP,X,15887567,15890109,2543,genome
0.210526316,0.136363636,FBgn0238015,FBgn0035410,CG14964,CG14964,3L,3172817,3178580,5764,genome
0,0,FBgn0230424,FBgn0032721,CG10602,CG10602,2L,18855126,18859248,4123,genome
0,0.5,FBgn0234891,FBgn0030073,CG10962,CG10962,X,8972908,8974255,1348,genome
0,0,FBgn0228141,FBgn0040582,CG5791,CG5791,3R,22087075,22087829,755,genome
0,0.25,FBgn0236626,FBgn0016970,CG13951,l(2)k10201,2R,9399080,9399899,820,genome
0.285714286,0.181818182,FBgn0241754,FBgn0040255,CG6653,Ugt86De,3R,11166177,11167981,1805,genome
0.285714286,0.181818182,FBgn0241754,FBgn0040253,CG17200,Ugt86Dg,3R,11164423,11166074,1652,genome
0.285714286,0.181818182,FBgn0241754,FBgn0051002,CG31002,CG31002,3R,31393582,31395304,1723,genome
0.333333333,0.235294118,FBgn0230076,FBgn0033915,CG8485,CG8485,2R,14235787,14239703,3917,genome
0,0,FBgn0243435,FBgn0266064,CG6904,GlyS,3R,15141843,15147531,5689,genome
0.285714286,0.333333333,FBgn0239795,FBgn0033375,CG8078,CG8078,2R,9096931,9098525,1595,genome
1.333333333,1.5,FBgn0234278,FBgn0029807,CG3108,CG3108,X,5777195,5781620,4426,genome
0,0.095238095,FBgn0234656,FBgn0053526,CG33526,PNUTS,2L,870465,877038,6574,genome
0,0,FBgn0231038,FBgn0033842,CG5970,cbc,2R,13483512,13485391,1880,genome
0.125,0.666666667,FBgn0238258,FBgn0004378,CG9191,Klp61F,3L,1241568,1245910,4343,genome
NA,0,FBgn0085038,FBgn0041174,CG13221,Vhl,2R,11279725,11281033,1309,genome
NA,0,FBgn0232896,FBgn0040719,CG15357,CG15357,2L,1945150,1945709,560,genome
NA,NA,FBgn0243072,FBgn0037812,CG18545,CG18545,3R,10340949,10341668,720,genome
0.210526316,0.125,FBgn0233161,FBgn0263706,CG43658,CG43658,X,17456169,17561180,105012,genome
1,0,FBgn0241633,FBgn0038042,CG5657,Scgbeta,3R,12421236,12422429,1194,genome
0,0,FBgn0242246,FBgn0038666,CG5451,Smu1,3R,18978980,18981324,2345,genome
1.5,0,FBgn0237025,FBgn0037003,CG18281,CG18281,3L,20499836,20501500,1665,genome
1.5,0,FBgn0237025,FBgn0037004,CG17637,CG17637,3L,20504186,20505700,1515,genome
0.333333333,0.142857143,FBgn0238136,FBgn0266101,CG44838,CG44838,3L,9461050,9475475,14426,genome
0,NA,FBgn0239565,FBgn0037074,CG7324,CG7324,3L,21337681,21343716,6036,genome
0,0,FBgn0230190,FBgn0050045,CG30045,Cpr49Aa,2R,12376626,12377378,753,genome
0,1.5,FBgn0234398,FBgn0029649,CG4116,CG4116,X,3066615,3067562,948,genome
NA,2,FBgn0240292,FBgn0050362,CG30362,boly,2R,8365550,8366688,1139,genome
NA,2,FBgn0240292,FBgn0028870,CG4691,CG4691,2L,14760767,14761924,1158,genome
0,0.25,FBgn0239084,FBgn0263260,CG12918,sel,2R,10050862,10052167,1306,genome
0.666666667,0.25,FBgn0237531,FBgn0036170,CG11714,CG11714,3L,11521013,11522713,1701,genome
1.5,1,FBgn0236514,FBgn0040780,CG12821,Atg10,2R,7832171,7835518,3348,genome
NA,0,FBgn0233522,FBgn0264255,CG9907,para,X,16455027,16533096,78070,genome
0,0,FBgn0231491,FBgn0034451,CG11242,TBCB,2R,19485494,19486837,1344,genome
0,NA,FBgn0229373,FBgn0250838,CG30415,CG30415,2R,23385464,23386463,1000,genome
0.5,2,FBgn0233406,FBgn0031018,CG12200,CG12200,X,19475063,19476055,993,genome
0.5,2,FBgn0233406,FBgn0051053,CG31053,CG31053,3R,27927357,27928174,818,genome
NA,NA,FBgn0237654,FBgn0034154,CG5267,CG5267,2R,16755101,16755823,723,genome
NA,NA,FBgn0237654,FBgn0085218,CG34189,CG34189,2R,16754444,16754925,482,genome
NA,NA,FBgn0237654,FBgn0020509,CG1262,Acp62F,3L,2739750,2740228,479,genome
0,0,FBgn0230544,FBgn0033529,CG17765,CG17765,2R,10480163,10481886,1724,genome
0.333333333,0,FBgn0237401,FBgn0036345,CG17300,CG17300,3L,13086387,13087289,903,genome
0.666666667,0.5,FBgn0231263,FBgn0033951,CG10139,CG10139,2R,14645270,14646344,1075,genome
0.375,0.25,FBgn0242614,FBgn0051231,CG31231,CG31231,3R,18665361,18667733,2373,genome
1,0.3,FBgn0240571,FBgn0039783,CG9720,PH4alphaNE2,3R,30510083,30512214,2132,genome
1,0.3,FBgn0240571,FBgn0051524,CG31524,CG31524,3R,30512325,30514355,2031,genome
0.1,0.173913043,FBgn0240904,FBgn0039530,CG5586,Tusp,3R,27607879,27634932,27054,genome
0,0.181818182,FBgn0234776,FBgn0028421,CG11759,Kap3,X,11334187,11340084,5898,genome
0,0.25,FBgn0241865,FBgn0037714,CG9396,CG9396,3R,9570414,9571623,1210,genome
0.19047619,0.111111111,FBgn0229481,FBgn0034716,CG3380,Oatp58Dc,2R,22223681,22228574,4894,genome
0.153846154,0.071428571,FBgn0238959,FBgn0035333,CG1317,CG1317,3L,2367843,2371939,4097,genome
0,0,FBgn0235139,FBgn0260648,CG31938,Rrp40,2L,1728732,1729762,1031,genome
0,0.545454545,FBgn0237895,FBgn0035575,CG7509,CG7509,3L,4803077,4805274,2198,genome
NA,NA,FBgn0239321,FBgn0085282,CG34253,CG34253,3L,18086674,18087320,647,genome
0,0,FBgn0239437,FBgn0036641,CG16725,Smn,3L,16580398,16581547,1150,genome
0,0,FBgn0231377,FBgn0050390,CG30390,Sgf29,2R,21292239,21293646,1408,genome
0.5,0.034482759,FBgn0236055,FBgn0032517,CG7099,CG7099,2L,13387571,13393959,6389,genome
0.428571429,0,FBgn0233288,FBgn0029950,CG9657,CG9657,X,7418594,7422142,3549,genome
0.166666667,0.178571429,FBgn0235684,FBgn0263846,CG43707,CG43707,2L,3757256,3769525,12270,genome
0.285714286,1.75,FBgn0236170,FBgn0032055,CG13091,CG13091,2L,8519690,8521809,2120,genome
0.4,0.777777778,FBgn0233905,FBgn0029737,CG6903,CG6903,X,4918730,4921648,2919,genome
0.5,0.25,FBgn0229265,FBgn0035003,CG15873,CG15873,2R,24429578,24430699,1122,genome
0,0,FBgn0240684,FBgn0051126,CG31126,CG31126,3R,24659621,24660265,645,genome
0.166666667,0.384615385,FBgn0231950,FBgn0262619,CG5602,DNA-ligI,2R,23890512,23893177,2666,genome
0,NA,FBgn0013166,FBgn0000079,CG18730,Amy-p,2R,17118636,17120303,1668,genome
0,NA,FBgn0013166,FBgn0000078,CG17876,Amy-d,2R,17124764,17126369,1606,genome
1.666666667,1.5,FBgn0238379,FBgn0028514,CG4793,CG4793,2L,15923395,15926287,2893,genome
1.666666667,1.5,FBgn0238379,FBgn0051780,CG31780,CG31780,2L,15696038,15697750,1713,genome
1.666666667,1.5,FBgn0238379,FBgn0028864,CG18477,CG18477,2L,15661041,15662753,1713,genome
2,0.5,FBgn0232601,FBgn0037964,CG14731,CG14731,3R,11931262,11933643,2382,genome
2,0.5,FBgn0232601,FBgn0031465,CG3123,CG3123,2L,2823546,2825506,1961,genome
0.428571429,0.125,FBgn0232063,FBgn0035086,CG12851,CG12851,2R,24948645,24955677,7033,genome
0,0.666666667,FBgn0229711,FBgn0032472,CG9928,CG9928,2L,13142445,13142903,459,genome
0.5,0.5,FBgn0235020,FBgn0029824,CG3726,CG3726,X,5917097,5941852,24756,genome
0.6,0,FBgn0230301,FBgn0263697,CG13343,Uba3,2R,13858952,13860432,1481,genome
0.285714286,0.222222222,FBgn0230801,FBgn0000146,CG6137,aub,2L,10997819,11001476,3658,genome
2,2,FBgn0228375,FBgn0039577,CG12516,CG12516,3R,28303631,28304605,975,genome
0.125,0,FBgn0238838,FBgn0035721,CG9948,CG9948,3L,6955991,6957440,1450,genome
0,0,FBgn0241027,FBgn0039690,CG1969,CG1969,3R,29738275,29741952,3678,genome
0.19047619,0.25,FBgn0228615,FBgn0032067,CG9465,CG9465,2L,8769159,8772344,3186,genome
0.333333333,0.5,FBgn0068309,FBgn0030435,CG4645,CG4645,X,12909953,12912070,2118,genome
0.666666667,0.75,FBgn0230425,FBgn0053120,CG33120,CG33120,2L,18841400,18844579,3180,genome
3,NA,FBgn0237278,FBgn0039613,CG14527,CG14527,3R,28880792,28882945,2154,genome
3,NA,FBgn0237278,FBgn0027578,CG14526,CG14526,3R,28883693,28886015,2323,genome
0.444444444,0.1875,FBgn0229958,FBgn0034629,CG9709,Acox57D-d,2R,21389405,21392439,3035,genome
0,0.5,FBgn0238712,FBgn0035550,CG11349,CG11349,3L,4473068,4475095,2028,genome
0.6,0.4,FBgn0233782,FBgn0003116,CG3461,pn,X,2181211,2182916,1706,genome
1,0.363636364,FBgn0241384,FBgn0038261,CG14856,CG14856,3R,14798986,14801163,2178,genome
0,0,FBgn0231717,FBgn0262166,CG8445,calypso,2R,16194062,16196333,2272,genome
1,NA,FBgn0234040,FBgn0025382,CG14791,Rab27,X,1473884,1476974,3091,genome
1.75,0.375,FBgn0230672,FBgn0259683,CG42352,Ir40a,2L,22189526,22214376,24851,genome
NA,NA,FBgn0234522,FBgn0030441,CG2209,CG2209,X,13022198,13022949,752,genome
NA,NA,FBgn0238492,FBgn0036030,CG6767,CG6767,3L,9683579,9696700,13122,genome
0.8,0.083333333,FBgn0231146,FBgn0086677,CG30040,jeb,2R,12085194,12119340,34147,genome
1,0,FBgn0228494,FBgn0037686,CG9354,RpL34b,3R,9400237,9401226,990,genome
1,0,FBgn0228494,FBgn0039406,CG6090,RpL34a,3R,26058420,26059267,848,genome
NA,0.666666667,FBgn0242367,FBgn0037320,CG14668,CG14668,3R,5386717,5387664,948,genome
0,0.166666667,FBgn0231605,FBgn0034269,CG6406,CG6406,2R,17734419,17737269,2851,genome
0.5,NA,FBgn0229374,FBgn0050414,CG30414,CG30414,2R,23384200,23385468,1269,genome
0.333333333,0,FBgn0240793,FBgn0011273,CG17769,Acam,3R,25811911,25813134,1224,genome
0,0.25,FBgn0235811,FBgn0026196,CG10206,nop5,2L,6916753,6918743,1991,genome
0,0,FBgn0237782,FBgn0052392,CG32392,CG32392,3L,6756629,6763246,6618,genome
NA,0.5,FBgn0241980,FBgn0000439,CG2189,Dfd,3R,6791836,6802428,10593,genome
2,0.166666667,FBgn0235496,FBgn0264979,CG4267,CG4267,2L,2242378,2245274,2897,genome
2,0,FBgn0239203,FBgn0036362,CG10725,CG10725,3L,13437954,13439009,1056,genome
0,0.666666667,FBgn0236288,FBgn0032204,CG4953,CG4953,2L,10266703,10268748,2046,genome
0.235294118,0.35,FBgn0242739,FBgn0038816,CG5483,Lrrk,3R,20635480,20644279,8800,genome
0,0,FBgn0228257,FBgn0032138,CG4364,CG4364,2L,9708921,9711271,2351,genome
0,1,FBgn0231832,FBgn0034196,CG15605,CG15605,2R,17126410,17127023,614,genome
0,NA,FBgn0236894,FBgn0053061,CG33061,CG33061,3L,16329795,16331227,1433,genome
0.461538462,0.294117647,FBgn0241151,FBgn0039016,CG4792,Dcr-1,3R,22734007,22741091,7085,genome
0,0,FBgn0234777,FBgn0001491,CG1639,l(1)10Bb,X,11324294,11325308,1015,genome
0.25,0.363636364,FBgn0241634,FBgn0000455,CG5663,Dip-C,3R,12411809,12413759,1951,genome
0,0,FBgn0068101,FBgn0032482,CG5547,Pect,2L,13203762,13210828,7067,genome
2,0.333333333,FBgn0236744,FBgn0003448,CG3956,sna,2L,15476593,15478260,1668,genome
