seqnames,start,end,length,yak_FB,mel_FB,CG,symbol,DA_yak,DA_san,DS_yak,DS_san,PA_yak,PS_yak,PA_san,PS_san,type
2R,16745223,16746579,1357,FBgn0231669,FBgn0034151,CG15617,CG15617,1,0,0,2,7,36,2,6,genome
3L,9362108,9362734,627,FBgn0238118,FBgn0085485,CG34456,CG34456,0,1,0,1,37,28,12,9,genome
2R,23359215,23360266,1052,FBgn0231898,FBgn0085453,CG34424,CG34424,0,0,0,1,10,25,7,7,genome
2R,18396638,18398519,1882,FBgn0231556,FBgn0063499,CG17522,GstE10,0,0,0,0,22,41,8,14,genome
X,2948034,2949120,1087,FBgn0233828,FBgn0029648,CG3603,CG3603,0,1,2,1,5,8,4,1,genome
X,3799150,3801574,2425,FBgn0066138,FBgn0260484,CG32789,HIP,7,1,5,4,3,12,2,4,genome
X,3789969,3792477,2509,FBgn0066138,FBgn0029676,CG2947,HIP-R,7,1,5,4,3,12,2,4,genome
X,5955629,5958283,2655,FBgn0235025,FBgn0029828,CG6067,CG6067,0,1,3,0,18,34,14,18,genome
3L,5144082,5146063,1982,FBgn0237879,FBgn0035586,CG10671,CG10671,0,0,0,0,20,95,4,21,genome
X,17888177,17889404,1228,FBgn0235143,FBgn0030880,CG6788,CG6788,1,2,0,0,47,53,14,16,genome
3L,1870019,1871564,1546,FBgn0238471,FBgn0035286,CG13924,CG13924,0,0,0,0,73,86,10,20,genome
3L,7123213,7125533,2321,FBgn0237759,FBgn0002775,CG8631,msl-3,2,1,0,0,27,85,4,35,genome
X,2680199,2681723,1525,FBgn0234420,FBgn0011276,CG2655,HLH3B,4,4,2,2,15,10,1,5,genome
3L,11697126,11699263,2138,FBgn0237509,FBgn0036195,CG6053,CG6053,0,0,0,0,14,135,3,51,genome
2R,21789623,21791580,1958,FBgn0231333,FBgn0034660,CG4402,lox2,0,0,0,0,48,90,14,42,genome
3L,1496853,1502590,5738,FBgn0238240,FBgn0028577,CG12085,pUf68,0,0,0,2,10,102,2,24,genome
3L,8310493,8315502,5010,FBgn0238580,FBgn0035872,CG7185,CG7185,0,0,0,1,5,76,3,32,genome
2R,24445500,24446839,1340,FBgn0232012,FBgn0035005,CG3483,CG3483,2,0,0,0,76,10,35,4,genome
X,15476091,15481722,5632,FBgn0234670,FBgn0030647,CG6324,CG6324,14,27,2,3,30,32,10,7,genome
3R,24913216,24917864,4649,FBgn0228599,FBgn0265190,CG44255,PIG-S,0,0,1,1,39,98,13,30,genome
3L,2373728,2376488,2761,FBgn0237636,FBgn0035336,CG9004,CG9004,2,1,0,2,100,163,18,51,genome
2L,10250737,10251714,978,FBgn0236284,FBgn0051717,CG31717,CG31717,1,3,0,0,4,11,1,4,genome
2R,11217416,11219771,2356,FBgn0230755,FBgn0033582,CG9084,CG9084,1,0,0,0,5,9,7,9,genome
4,132220,143123,10904,FBgn0232136,FBgn0052000,CG32000,CG32000,2,4,6,8,12,19,4,7,genome
2R,9286827,9289026,2200,FBgn0236621,FBgn0033401,CG1968,CG1968,1,0,5,6,15,23,5,13,genome
2L,94739,102086,7348,FBgn0234075,FBgn0031216,CG11376,Zir,1,0,9,14,14,71,3,16,genome
2R,22136968,22172834,35867,FBgn0231782,FBgn0000008,CG6741,a,0,2,0,0,84,183,40,70,genome
2R,20550334,20552090,1757,FBgn0231444,FBgn0034519,CG18065,CG18065,0,0,0,0,3,25,0,8,genome
2R,19363641,19367294,3654,FBgn0229815,FBgn0034437,CG10051,CG10051,1,4,0,3,42,177,12,45,genome
2L,8466817,8488671,21855,FBgn0236166,FBgn0262029,CG42840,d,0,1,0,0,50,200,31,93,genome
2R,21092222,21101453,9232,FBgn0229932,FBgn0085425,CG34396,CG34396,0,1,1,0,24,112,8,33,genome
X,8273412,8276450,3039,FBgn0233340,FBgn0030030,CG1636,CG1636,0,0,1,2,3,40,3,18,genome
2L,8301345,8302985,1641,FBgn0228896,FBgn0261020,CG7870,wol,0,0,0,0,27,43,14,26,genome
X,18495067,18499986,4920,FBgn0233094,FBgn0030930,CG6394,GalNAc-T2,0,0,0,0,3,92,2,25,genome
2R,23555018,23556217,1200,FBgn0229354,FBgn0034879,CG3931,Rrp4,0,0,0,0,4,20,0,6,genome
2R,7806484,7810067,3584,FBgn0236510,FBgn0003317,CG1891,sax,1,0,2,3,7,50,2,14,genome
2L,15644183,15718272,74090,FBgn0236738,FBgn0028863,CG4587,CG4587,4,0,13,5,7,23,1,20,genome
2L,20294693,20295804,1112,FBgn0230989,FBgn0040996,CG12617,CG12617,0,0,0,0,6,6,10,2,genome
2R,13450586,13453393,2808,FBgn0230277,FBgn0086757,CG4840,cbs,0,0,1,2,12,42,14,28,genome
2R,17456472,17457129,658,FBgn0229460,FBgn0024196,CG10751,robl,0,0,2,2,0,5,0,3,genome
2L,17452924,17458775,5852,FBgn0230514,FBgn0032637,CG5050,CG5050,3,4,0,0,9,6,4,0,genome
2R,12253992,12255701,1710,FBgn0230166,FBgn0033705,CG13168,CG13168,0,0,0,0,5,89,1,23,genome
2R,14166982,14168233,1252,FBgn0231220,FBgn0033904,CG18327,CG18327,0,0,0,4,11,37,7,12,genome
3L,15835693,15837482,1790,FBgn0237141,FBgn0036538,CG15715,CG15715,0,0,0,0,1,6,1,1,genome
3L,15833795,15835388,1594,FBgn0237141,FBgn0036537,CG18081,CG18081,0,0,0,0,1,6,1,1,genome
3L,16323672,16324308,637,FBgn0236889,FBgn0036607,CG13059,CG13059,0,0,0,0,0,0,0,0,genome
X,10927399,10929712,2314,FBgn0233459,FBgn0030251,CG2145,CG2145,1,2,0,3,37,69,7,30,genome
2R,14656798,14658755,1958,FBgn0230055,FBgn0033952,CG10143,Adgf-E,0,0,0,1,52,122,21,50,genome
3L,13435680,13437136,1457,FBgn0237387,FBgn0036361,CG10154,CG10154,0,2,0,3,43,57,9,5,genome
3L,20460683,20462274,1592,FBgn0237018,FBgn0036996,CG5932,mag,1,1,1,1,12,37,7,9,genome
2R,12640690,12648224,7535,FBgn0231107,FBgn0033760,CG8785,CG8785,0,3,0,4,16,49,11,18,genome
3L,17879096,17883653,4558,FBgn0237263,FBgn0036765,CG7408,CG7408,6,7,3,4,7,14,14,26,genome
2L,1882201,1884059,1859,FBgn0235285,FBgn0031373,CG15358,CG15358,1,0,0,0,19,5,17,4,genome
2L,13366447,13367410,964,FBgn0236050,FBgn0032509,CG6523,CG6523,0,0,0,0,15,26,5,11,genome
2L,2254176,2255050,875,FBgn0235507,FBgn0031406,CG17012,Send1,0,0,0,0,76,17,29,7,genome
2L,14345915,14346688,774,FBgn0235507,FBgn0264253,CG18125,Send2,0,0,0,0,76,17,29,7,genome
2L,2253045,2253852,808,FBgn0235507,FBgn0042187,CG17234,CG17234,0,0,0,0,76,17,29,7,genome
2L,6943178,6945289,2112,FBgn0235809,FBgn0031871,CG10158,Fgop2,0,0,0,0,10,30,5,12,genome
2L,16549181,16549959,779,FBgn0230873,FBgn0032588,CG5968,CG5968,1,0,0,1,11,5,7,9,genome
X,13385914,13387417,1504,FBgn0233704,FBgn0026749,CG1989,Yippee,0,0,0,0,1,11,0,2,genome
2L,780482,782885,2404,FBgn0234540,FBgn0041250,CG13948,Gr21a,0,1,3,6,11,67,6,30,Gr
2R,17789679,17792448,2770,FBgn0229685,FBgn0028744,CG5033,CG5033,0,2,0,5,43,134,5,31,genome
2L,19121345,19123869,2525,FBgn0230396,FBgn0002031,CG10691,l(2)37Cc,0,0,0,3,0,19,0,0,genome
2R,16336090,16341242,5153,FBgn0229577,FBgn0010611,CG4311,Hmgs,0,0,0,0,27,87,10,61,genome
2L,14334158,14345795,11638,FBgn0236395,FBgn0028916,CG33090,CG33090,0,1,0,1,32,116,11,67,genome
3R,23686255,23688147,1893,FBgn0228249,FBgn0039102,CG16705,SPE,0,1,0,0,41,73,17,26,genome
2L,11091444,11095096,3653,FBgn0235923,FBgn0032339,CG4705,CG4705,0,1,0,0,29,147,5,74,genome
X,5326675,5329347,2673,FBgn0234309,FBgn0029756,CG3309,CG3309,5,5,8,3,17,25,3,9,genome
2L,3730466,3754617,24152,FBgn0235682,FBgn0031568,CG10019,CG10019,0,1,2,0,73,101,31,57,genome
X,5792140,5794543,2404,FBgn0233958,FBgn0029810,CG12239,CG12239,9,8,5,9,89,35,22,22,genome
X,1470666,1472325,1660,FBgn0234187,FBgn0013720,CG14779,pck,0,0,0,0,13,23,6,9,genome
X,15741343,15746231,4889,FBgn0233576,FBgn0030680,CG8944,CG8944,0,1,3,5,8,71,1,21,genome
2L,21310866,21319527,8662,FBgn0230627,FBgn0000370,CG8669,crc,0,2,3,3,8,2,3,0,genome
X,11611927,11615128,3202,FBgn0233226,FBgn0030321,CG1703,CG1703,0,1,12,10,32,94,6,21,genome
3L,3318028,3319232,1205,FBgn0237998,FBgn0035435,CG12077,PIG-C,0,2,0,1,15,25,7,13,genome
4,150764,153538,2775,FBgn0232137,FBgn0052006,CG32006,CG32006,3,5,1,3,3,3,1,0,genome
3L,7087713,7088787,1075,FBgn0237760,FBgn0035736,CG8638,Cpr65Eb,1,0,0,0,7,22,2,9,genome
3L,5140440,5141646,1207,FBgn0237880,FBgn0035588,CG10672,CG10672,0,0,0,0,25,79,11,31,genome
X,15482374,15486612,4239,FBgn0234671,FBgn0030648,CG6340,CG6340,0,0,1,0,0,1,0,2,genome
3L,9364350,9365240,891,FBgn0238119,FBgn0035980,CG4447,CG4447,0,0,0,0,22,42,1,17,genome
X,846171,847157,987,FBgn0234078,FBgn0040343,CG3713,CG3713,1,0,1,0,6,3,3,0,genome
3R,26619118,26620224,1107,FBgn0228478,FBgn0039434,CG5468,TwdlM,0,0,0,0,23,50,17,23,genome
3R,26622451,26623543,1093,FBgn0228478,FBgn0039436,CG6478,TwdlB,0,0,0,0,23,50,17,23,genome
3R,26631869,26632956,1088,FBgn0228478,FBgn0039441,CG5476,TwdlN,0,0,0,0,23,50,17,23,genome
3R,26624587,26625652,1066,FBgn0228478,FBgn0039437,CG6447,TwdlL,0,0,0,0,23,50,17,23,genome
X,2740384,3134532,394149,FBgn0233829,FBgn0028369,CG3653,kirre,5,1,8,4,9,32,8,25,genome
3L,4263719,4277778,14060,FBgn0238692,FBgn0035522,CG1273,CG1273,0,2,0,0,114,209,56,99,genome
2R,11139304,11172206,32903,FBgn0230756,FBgn0033579,CG13229,CG13229,0,0,2,0,0,21,3,11,genome
X,17889547,17898603,9057,FBgn0235144,FBgn0030882,CG6835,GS,0,0,0,1,2,16,0,9,genome
X,17899702,17906025,6324,FBgn0235144,FBgn0052495,CG32495,CG32495,0,0,0,1,2,16,0,9,genome
3L,2377655,2499226,121572,FBgn0237638,FBgn0266696,CG45186,CG45186,0,0,0,0,43,91,29,45,genome
3L,1885657,1891462,5806,FBgn0238472,FBgn0262624,CG12026,Tmhs,0,0,0,0,8,46,9,26,genome
3L,8307145,8308941,1797,FBgn0238581,FBgn0035871,CG7188,BI-1,0,0,1,0,0,30,3,18,genome
X,5966279,5986699,20421,FBgn0235026,FBgn0029830,CG14447,grip,0,0,0,0,26,94,10,46,genome
X,2622069,2624575,2507,FBgn0234421,FBgn0040333,CG13762,brv3,1,0,6,4,2,21,2,8,genome
3L,11693879,11696963,3085,FBgn0237510,FBgn0036194,CG11652,CG11652,0,0,0,5,17,63,2,10,genome
2L,10251843,10254686,2844,FBgn0236285,FBgn0010407,CG4926,Ror,1,1,5,4,14,77,4,16,genome
2L,1114654,1128953,14300,FBgn0233342,FBgn0016926,CG4710,Pino,2,0,0,0,1,17,0,8,genome
2L,8258373,8301079,42707,FBgn0228901,FBgn0003502,CG8049,Btk29A,0,0,2,1,6,72,4,27,genome
2R,9291856,9302821,10966,FBgn0236622,FBgn0028408,CG1975,Drep-2,0,0,2,2,2,9,0,5,genome
2L,8490739,8491360,622,FBgn0236167,FBgn0263314,CG43400,CG43400,0,0,0,0,26,17,5,9,genome
3R,30277932,30372382,94451,FBgn0228706,FBgn0010113,CG15532,hdc,0,0,0,1,49,155,16,57,genome
3L,1490951,1496643,5693,FBgn0238241,FBgn0043458,CG12084,CG12084,0,0,1,1,8,103,2,31,genome
X,18491185,18492006,822,FBgn0233095,FBgn0030928,CG15044,CG15044,0,0,0,0,4,30,0,13,genome
2R,21101928,21123704,21777,FBgn0229934,FBgn0015721,CG9398,ktub,0,0,0,5,12,50,3,16,genome
2R,23548967,23554712,5746,FBgn0229355,FBgn0034878,CG3941,pita,0,0,2,1,13,78,4,5,genome
3R,24897685,24906004,8320,FBgn0228600,FBgn0040601,CG13643,CG13643,0,1,0,0,75,107,40,61,genome
2R,17457663,17465795,8133,FBgn0229461,FBgn0028953,CG14478,CG14478,0,1,0,2,7,44,0,2,genome
2R,19375313,19380174,4862,FBgn0229816,FBgn0034439,CG10062,CG10062,0,1,0,3,54,161,19,61,genome
2L,3692123,3692587,465,FBgn0232412,FBgn0031558,CG16704,CG16704,1,0,0,0,12,14,5,5,genome
2R,24567987,24571821,3835,FBgn0229246,FBgn0035026,CG12252,Fcp1,0,1,0,3,41,110,12,30,genome
2L,17471603,17474773,3171,FBgn0230515,FBgn0032640,CG5094,Sgt,0,8,1,4,2,8,1,7,genome
2L,2209574,2212571,2998,FBgn0232793,FBgn0031397,CG15385,CG15385,0,0,0,0,48,116,14,32,genome
2R,7812504,7815486,2983,FBgn0236511,FBgn0033226,CG1882,CG1882,0,0,2,2,11,27,2,10,genome
2L,15622068,15623558,1491,FBgn0236739,FBgn0028946,CG17868,Or35a,3,3,1,1,6,10,2,8,Or
2R,12257282,12258652,1371,FBgn0230167,FBgn0033706,CG13167,Vha36-2,1,2,0,1,12,64,1,24,genome
X,13380166,13384877,4712,FBgn0233705,FBgn0030479,CG1987,Rbp1-like,0,0,0,1,0,18,0,8,genome
2R,13500621,13506011,5391,FBgn0230279,FBgn0033845,CG17064,mars,0,0,4,3,44,88,28,36,genome
2R,14168786,14170233,1448,FBgn0231221,FBgn0033905,CG18324,CG18324,0,1,0,2,9,22,14,10,genome
2R,17792870,17800677,7808,FBgn0229686,FBgn0028743,CG5036,Dhit,0,0,1,0,4,26,4,14,genome
2L,2263442,2264241,800,FBgn0235518,FBgn0031407,CG4270,CG4270,0,1,0,0,4,33,1,8,genome
X,10930840,10964046,33207,FBgn0233460,FBgn0263705,CG43657,Myo10A,0,0,0,0,58,125,10,55,genome
2R,16744295,16745114,820,FBgn0231670,FBgn0259967,CG42477,Sfp53D,1,2,0,0,18,16,5,4,genome
4,210224,213165,2942,FBgn0232140,FBgn0024811,CG1587,Crk,0,1,0,0,2,2,0,1,genome
3R,22027709,22029393,1685,FBgn0228136,FBgn0019957,CG6343,ND42,0,0,0,0,5,25,2,11,genome
3L,16328841,16329534,694,FBgn0236890,FBgn0036610,CG13058,CG13058,0,0,0,0,7,3,3,0,genome
2L,20311219,20348386,37168,FBgn0230990,FBgn0003475,CG10076,spir,0,0,2,0,19,31,4,19,genome
2R,12634166,12636141,1976,FBgn0231108,FBgn0061360,CG33672,CG33672,0,0,0,0,1,6,0,1,genome
2R,16344377,16345828,1452,FBgn0229578,FBgn0034118,CG6251,Nup62,0,1,1,2,22,70,4,24,genome
3L,15810081,15816410,6330,FBgn0237144,FBgn0261722,CG6151,fwe,0,1,1,0,0,11,0,4,genome
2R,21716780,21719963,3184,FBgn0231334,FBgn0050404,CG30404,Tango11,0,0,0,1,4,30,2,6,genome
2L,13367617,13369021,1405,FBgn0236051,FBgn0051852,CG31852,Tap42,0,0,0,0,31,58,11,24,genome
X,10473938,10477201,3264,FBgn0235286,FBgn0030206,CG2889,CG2889,0,1,1,2,12,68,1,6,genome
3L,20466944,20469592,2649,FBgn0237020,FBgn0036997,CG5955,CG5955,0,0,0,0,11,26,1,19,genome
2L,1129316,1132411,3096,FBgn0234791,FBgn0031304,CG4552,CG4552,0,0,0,0,19,86,3,43,genome
3L,13428839,13435229,6391,FBgn0237388,FBgn0036360,CG10713,CG10713,0,5,1,4,24,60,1,3,genome
X,15737493,15738954,1462,FBgn0233577,FBgn0030678,CG11679,CG11679,2,0,1,5,5,36,3,9,genome
2R,24472712,24474226,1515,FBgn0232013,FBgn0035007,CG3492,CG3492,0,1,0,0,19,90,21,30,genome
X,5318928,5322696,3769,FBgn0234310,FBgn0014024,CG3312,Rnp4F,6,5,10,4,36,53,9,12,genome
2L,19116483,19120306,3824,FBgn0230397,FBgn0000422,CG10697,Ddc,0,4,1,7,14,20,3,0,genome
X,5804677,5805344,668,FBgn0233959,FBgn0029811,CG4052,Cpr5C,1,1,1,1,9,5,2,3,genome
3R,6692732,6693517,786,FBgn0233959,FBgn0004780,CG2341,Ccp84Ad,1,1,1,1,9,5,2,3,genome
3L,17887705,17891404,3700,FBgn0237264,FBgn0036768,CG7402,CG7402,5,0,3,1,25,29,32,39,genome
X,1472522,1473727,1206,FBgn0234188,FBgn0025383,CG14780,CG14780,0,0,0,2,16,23,5,5,genome
2L,14352077,14352619,543,FBgn0236396,FBgn0262354,CG43052,CG43052,1,0,0,0,33,17,17,4,genome
2L,11106943,11110851,3909,FBgn0235924,FBgn0261983,CG4713,l(2)gd1,0,0,0,0,81,126,26,69,genome
2R,23366866,23371459,4594,FBgn0231899,FBgn0034853,CG13550,Ice1,6,1,1,5,148,138,58,56,genome
X,13288051,13294433,6383,FBgn0234541,FBgn0030466,CG15744,CG15744,0,2,5,8,75,213,16,57,genome
2L,18119995,18129862,9868,FBgn0230876,FBgn0032666,CG5758,CG5758,2,0,5,0,9,12,5,11,genome
X,11616124,11621280,5157,FBgn0233227,FBgn0002723,CG1705,Met,0,1,1,4,14,101,3,26,genome
2L,6932545,6942814,10270,FBgn0235810,FBgn0031869,CG18304,CG18304,1,1,0,1,69,298,25,122,genome
2L,21331756,21342155,10400,FBgn0230628,FBgn0023091,CG8667,dimm,2,1,3,3,2,5,0,0,genome
2R,20550334,20552090,1757,FBgn0231445,FBgn0034518,CG13430,CG13430,0,0,0,0,20,42,9,16,genome
3R,23700621,23702605,1985,FBgn0228250,FBgn0051148,CG31148,CG31148,0,2,0,1,62,117,11,47,genome
2R,5757662,5758067,406,FBgn0237881,FBgn0085229,CG34200,CG34200,0,0,1,0,2,1,0,1,genome
2R,22174922,22177428,2507,FBgn0231783,FBgn0034704,CG6758,CG6758,0,1,0,4,19,119,0,46,genome
3L,3299336,3303112,3777,FBgn0237999,FBgn0035431,CG14968,CG14968,0,0,0,0,13,42,2,23,genome
3L,7086003,7086608,606,FBgn0237761,FBgn0035735,CG8640,Cpr65Ea,0,0,0,0,0,0,0,0,genome
2R,14607154,14618118,10965,FBgn0230056,FBgn0026427,CG12864,Su(var)2-HP2,6,27,3,15,570,275,110,74,genome
2L,3757256,3769525,12270,FBgn0235684,FBgn0263846,CG43707,CG43707,1,2,0,0,103,309,54,210,genome
2L,8244160,8257502,13343,FBgn0228909,FBgn0032010,CG8086,CG8086,0,0,0,0,2,46,3,22,genome
2L,15916888,15917607,720,FBgn0238474,FBgn0032577,CG13244,CG13244,0,0,1,0,4,2,5,2,genome
2L,274740,278234,3495,FBgn0233830,FBgn0086855,CG17078,CG17078,0,1,1,3,9,9,1,6,genome
X,15486922,15511223,24302,FBgn0234673,FBgn0027287,CG33206,Gmap,4,2,3,0,90,103,27,48,genome
3L,317084,317789,706,FBgn0238361,FBgn0085293,CG34264,CG34264,0,1,1,1,24,20,4,10,genome
3L,4277962,4281585,3624,FBgn0238693,FBgn0035523,CG1311,CG1311,0,1,0,0,22,138,5,47,genome
X,808217,927975,119759,FBgn0234079,FBgn0264449,CG43867,CG43867,1,3,11,11,34,76,10,24,genome
2L,11076165,11081399,5235,FBgn0230759,FBgn0032336,CG14919,AstC,0,0,0,0,3,18,1,3,genome
2R,23544823,23548151,3329,FBgn0229356,FBgn0034876,CG3957,wmd,0,0,0,1,1,32,0,5,genome
3L,9367377,9370300,2924,FBgn0238120,FBgn0035981,CG4452,CG4452,0,0,0,0,7,50,3,10,genome
3R,26619118,26620224,1107,FBgn0228479,FBgn0039434,CG5468,TwdlM,0,0,0,0,16,49,10,25,genome
3R,26622451,26623543,1093,FBgn0228479,FBgn0039436,CG6478,TwdlB,0,0,0,0,16,49,10,25,genome
3R,26631869,26632956,1088,FBgn0228479,FBgn0039441,CG5476,TwdlN,0,0,0,0,16,49,10,25,genome
3R,26624587,26625652,1066,FBgn0228479,FBgn0039437,CG6447,TwdlL,0,0,0,0,16,49,10,25,genome
X,17907692,17911097,3406,FBgn0235145,FBgn0027605,CG6842,Vps4,0,0,0,0,1,70,0,18,genome
2L,10264125,10265229,1105,FBgn0236286,FBgn0032202,CG18619,CG18619,1,0,1,0,2,5,0,4,genome
2R,21142368,21143261,894,FBgn0229935,FBgn0034592,CG9406,CG9406,0,0,0,0,8,26,2,11,genome
3L,2377655,2499226,121572,FBgn0237641,FBgn0266696,CG45186,CG45186,0,0,0,0,105,208,41,110,genome
2R,9345349,9348863,3515,FBgn0236623,FBgn0033404,CG1978,Or45a,1,5,0,1,21,25,15,15,Or
2R,24558967,24561087,2121,FBgn0229247,FBgn0016687,CG4634,Nurf-38,0,0,0,2,9,38,8,13,genome
X,8385781,8389504,3724,FBgn0233343,FBgn0030033,CG1387,CG1387,1,4,0,0,87,80,57,38,genome
3L,11689631,11691399,1769,FBgn0237511,FBgn0036192,CG14133,Pallidin,0,2,0,0,12,16,1,11,genome
2L,13371427,13373890,2464,FBgn0229462,FBgn0032512,CG9305,CG9305,0,1,1,2,24,78,12,15,genome
2L,8517411,8519176,1766,FBgn0236169,FBgn0032054,CG13090,CG13090,0,0,1,1,40,69,14,32,genome
3L,8305336,8306980,1645,FBgn0238582,FBgn0035870,CG7189,Gr66a,0,0,1,0,25,66,7,33,Gr
X,5988791,5992640,3850,FBgn0235027,FBgn0029831,CG5966,CG5966,0,1,2,0,11,83,1,36,genome
X,13294473,13302415,7943,FBgn0233707,FBgn0030467,CG1764,CG1764,0,0,0,0,0,28,0,7,genome
2L,15297808,15299367,1560,FBgn0238242,FBgn0028852,CG15262,CG15262,4,11,8,5,13,11,17,23,genome
2R,17846699,17848444,1746,FBgn0229689,FBgn0015522,CG14489,olf186-M,0,0,0,0,13,44,3,13,genome
2L,12760346,12761840,1495,FBgn0229817,FBgn0032457,CG15483,CG15483,0,0,0,0,72,64,34,20,genome
3R,30387804,30390584,2781,FBgn0228709,FBgn0015221,CG1469,Fer2LCH,1,0,1,2,2,39,2,12,genome
2L,17481231,17482037,807,FBgn0230516,FBgn0032642,CG5110,CG5110,0,0,1,0,1,1,0,2,genome
X,11044756,11049540,4785,FBgn0233461,FBgn0030257,CG11160,CG11160,0,1,2,2,25,44,10,18,genome
3R,13312855,13313188,334,FBgn0241568,FBgn0264991,CG44142,CG44142,0,0,0,0,0,1,0,0,genome
2R,6047195,6047392,198,FBgn0241568,FBgn0085240,CG34211,CG34211,0,0,0,0,0,1,0,0,genome
2R,6049874,6050286,413,FBgn0241568,FBgn0085241,CG34212,CG34212,0,0,0,0,0,1,0,0,genome
X,2617758,2619738,1981,FBgn0234422,FBgn0040334,CG10742,Tsp3A,3,0,5,6,1,6,0,4,genome
3R,24172628,24184144,11517,FBgn0240639,FBgn0039161,CG13606,CG13606,0,0,0,0,7,17,2,3,genome
3R,23388373,23388898,526,FBgn0241100,FBgn0051515,CG31515,CG31515,0,0,0,0,12,15,4,5,genome
2R,14170462,14172998,2537,FBgn0231222,FBgn0033906,CG8331,CG8331,3,0,0,0,4,15,0,5,genome
2L,13233798,13234660,863,FBgn0229579,FBgn0032493,CG15479,CG15479,0,0,0,1,16,23,8,11,genome
3R,21850694,21856266,5573,FBgn0241219,FBgn0015229,CG6575,glec,2,0,0,1,27,21,13,6,genome
3R,29052680,29053913,1234,FBgn0240983,FBgn0039629,CG11842,CG11842,2,1,0,2,15,47,6,19,genome
2L,15613905,15614828,924,FBgn0236740,FBgn0028949,CG15254,CG15254,0,1,7,2,1,6,4,5,genome
3R,11787176,11789393,2218,FBgn0241334,FBgn0037950,CG14723,HisCl1,0,0,0,0,3,58,2,37,genome
3R,15744654,15746411,1758,FBgn0241452,FBgn0038355,CG4520,CG4520,0,0,0,0,44,63,15,37,genome
2R,7825289,7827319,2031,FBgn0236512,FBgn0003082,CG11205,phr,0,0,0,1,33,42,17,16,genome
3R,25265844,25267757,1914,FBgn0240755,FBgn0039306,CG11859,RIOK2,0,0,0,0,28,77,4,37,genome
2R,13507557,13509332,1776,FBgn0230280,FBgn0024556,CG6050,EfTuM,0,0,3,0,7,30,4,25,genome
3R,16640205,16643112,2908,FBgn0241696,FBgn0015520,CG10328,nonA-l,1,8,5,1,24,28,6,17,genome
3R,10122365,10125664,3300,FBgn0241808,FBgn0001321,CG6217,knk,0,0,0,1,16,91,4,33,genome
X,11129362,11137118,7757,FBgn0234792,FBgn0030268,CG1453,Klp10A,1,1,3,2,9,65,0,20,genome
3R,24881466,24894605,13140,FBgn0228601,FBgn0051121,CG31121,CG31121,0,0,0,0,23,150,6,50,genome
2L,12095176,12096511,1336,FBgn0230168,FBgn0032408,CG6712,CG6712,0,0,0,0,30,72,3,27,genome
3R,17594386,17595057,672,FBgn0242549,FBgn0038523,CG7587,CG7587,0,0,2,0,6,7,13,2,genome
3R,17595362,17596112,751,FBgn0242549,FBgn0003375,CG7596,Sgs5,0,0,2,0,6,7,13,2,genome
3R,22034455,22035617,1163,FBgn0228137,FBgn0038928,CG12297,Fadd,0,0,0,0,19,30,8,14,genome
X,15735774,15737120,1347,FBgn0233578,FBgn0011741,CG11678,Arp6,0,1,3,4,1,41,0,12,genome
3R,4436222,4437329,1108,FBgn0242427,FBgn0037251,CG9804,CG9804,3,5,1,1,1,0,0,5,genome
3R,20026487,20028040,1554,FBgn0242182,FBgn0038765,CG4424,CG4424,1,0,1,2,2,0,6,2,genome
3R,21270126,21271408,1283,FBgn0242780,FBgn0038876,CG5919,CG5919,3,1,5,6,5,8,1,2,genome
2R,12634166,12636141,1976,FBgn0231109,FBgn0061359,CG33671,CG33671,0,0,4,1,13,30,2,6,genome
2L,20350434,20365254,14821,FBgn0230991,FBgn0015803,CG10043,RtGEF,1,0,2,2,19,23,8,18,genome
X,5315130,5317295,2166,FBgn0234311,FBgn0029754,CG15930,CG15930,8,8,2,3,38,18,4,9,genome
4,227922,230428,2507,FBgn0232141,FBgn0039896,CG1629,yellow-h,5,1,2,0,6,4,2,0,genome
3R,9494801,9496723,1923,FBgn0243000,FBgn0043791,CG8147,CG8147,1,2,2,2,6,56,10,23,genome
3L,16329795,16331227,1433,FBgn0236891,FBgn0053061,CG33061,CG33061,1,0,0,1,2,3,0,2,genome
3L,15721511,15728430,6920,FBgn0237145,FBgn0010105,CG17943,comm,1,0,1,0,13,33,12,14,genome
3R,18271189,18274446,3258,FBgn0242305,FBgn0038593,CG7146,Vps39,5,0,8,6,11,8,7,9,genome
X,5808954,5810158,1205,FBgn0233960,FBgn0029812,CG18341,Prosbeta2R1,0,0,1,0,8,15,8,9,genome
2L,273836,274766,931,FBgn0234189,FBgn0086856,CG11555,CG11555,4,2,1,2,3,6,0,1,genome
3R,8059284,8087049,27766,FBgn0242896,FBgn0037546,CG7918,mAChR-B,0,2,2,6,28,47,19,44,genome
3L,20473783,20474791,1009,FBgn0237021,FBgn0036998,CG5969,CG5969,0,0,0,0,0,0,0,0,genome
3R,26966930,26977878,10949,FBgn0240861,FBgn0039466,CG5521,CG5521,0,0,0,0,81,374,29,153,genome
2L,19079256,19108427,29172,FBgn0230399,FBgn0002023,CG10699,Lim3,1,0,1,0,8,35,5,12,genome
2L,18153123,18154516,1394,FBgn0230877,FBgn0032668,CG17681,CG17681,5,5,2,2,12,10,7,19,genome
3L,13424571,13425671,1101,FBgn0237389,FBgn0260459,CG14106,CG14106,2,8,4,10,45,38,4,3,genome
